feature,importance
cat__fin_Implied_rating - original_Aa2,0.0
cat__fin_Implied_rating - original_Aa1,0.0
cat__fin_Implied_rating - original_A3,0.0
cat__fin_Implied_rating - original_A2,0.0
cat__fin_Status_Dissolved,0.0
cat__fin_Status_Dissolved (merger or take-over),0.0
cat__fin_implied_rating_Aa,0.0
cat__fin_implied_rating_Aaa,0.0
cat__fin_implied_rating_B,0.0
cat__fin_implied_rating_Caa,0.0
cat__fin_risk_level_Do not source,0.0
cat__fin_financial_level_High financial risk,0.0
cat__fin_financial_level_Low financial risk,0.0
cat__fin_financial_level_Medium financial risk,0.0
cat__fin_output_text_Approved for sourcing. No further actions required.,0.0
"cat__fin_output_text_Sourcing exclusion recommended. Input from outdated and/or partial data, hence low quality credit rating & traffic light. Mitigation actions required. Request financial data from supplier as described in the risk process tab.",0.0
cat__fin_output_text_Sourcing exclusion recommended. Mitigation actions required. Please follow risk mitigation actions as communicated by your Risk team. Reach out to your risk representative for further guidance.,0.0
cat__fin_output_text_Use caution. Mitigation actions required. Please follow risk mitigation actions as communicated by your Risk team. Reach out to your risk representative for further guidance.,0.0
cat__fin_Implied_rating - original_A1,0.0
cat__fin_moodys_company_name_Kalundborg Bioenergi ApS,0.0
"cat__department_Alliance, Acquisitions & PPM CoE",0.0
cat__fin_moodys_company_name_J. Krebs & Co. A/S,0.0
cat__nn_contract_type_Engineering agreement,0.0
cat__nn_contract_type_Lease Agreement,0.0
cat__nn_contract_type_Letter of Agreement,0.0
cat__nn_contract_type_License Agreement,0.0
cat__nn_contract_type_Non Commercial Partnership Agreement,0.0
cat__nn_contract_type_Non-Disclosure Agreement,0.0
cat__nn_contract_type_Quality Agreement,0.0
cat__nn_contract_type_Safety Data Exchange Agreement,0.0
cat__nn_contract_type_Sales Agreement,0.0
cat__nn_contract_type_Service Level Agreement,0.0
cat__nn_contract_type_Statement of Work,0.0
cat__contract_commodity_4PL,0.0
"cat__contract_commodity_Accounting, Tax and Auditing Services",0.0
cat__contract_commodity_Air Transportation,0.0
cat__contract_commodity_Analytics Consulting,0.0
cat__contract_commodity_Assembly & Packaging,0.0
cat__contract_commodity_Assembly Lines,0.0
cat__contract_commodity_Biologics - E.Coli,0.0
cat__nn_contract_type_Freight Forwarder Agreement,0.0
cat__nn_contract_type_Distributor Agreement,0.0
cat__contract_commodity_Inserts & Booklets,0.0
cat__nn_contract_type_Consultancy Agreement,0.0
cat__incoterms_FOB Free on board,0.0
cat__contract_currency_code_BDT,0.0
cat__contract_currency_code_CLP,0.0
cat__contract_currency_code_CNH,0.0
cat__contract_currency_code_GBP,0.0
cat__contract_currency_code_IDR,0.0
cat__contract_currency_code_JPY,0.0
cat__contract_currency_code_NZD,0.0
cat__contract_currency_code_SAR,0.0
cat__contract_currency_code_SEK,0.0
cat__contract_currency_code_SGD,0.0
cat__contract_type_Confidentiality & Non-Disclosure,0.0
cat__contract_type_Distribution,0.0
cat__contract_type_Facility Management & Engineering,0.0
cat__contract_type_Medical,0.0
cat__contract_type_Sales,0.0
cat__nn_contract_type_Advisory Services Agreement,0.0
cat__contract_commodity_Biologics - Mammalian,0.0
cat__contract_commodity_Bottles,0.0
cat__contract_commodity_Bulk Packaging,0.0
cat__contract_commodity_Caps,0.0
cat__contract_commodity_Dry Ice and Gas,0.0
cat__contract_commodity_Durable,0.0
cat__contract_commodity_Electricity,0.0
cat__contract_commodity_EtOH,0.0
cat__contract_commodity_Facility Management Consulting,0.0
cat__contract_commodity_Filters,0.0
cat__contract_commodity_Filters for Production Equipment (excl. Ventilation),0.0
cat__contract_commodity_Foils,0.0
cat__contract_commodity_Freight Forwarding (Clinical Trial),0.0
cat__contract_commodity_Fuel,0.0
cat__contract_commodity_Future Devices Unclassified,0.0
cat__contract_commodity_GMP Laboratory Analysis,0.0
cat__contract_commodity_Gene Therapy,0.0
cat__contract_commodity_GxP Archiving,0.0
cat__contract_commodity_GxP Dry Ice,0.0
cat__contract_commodity_GxP Gas,0.0
cat__contract_commodity_IT Hardware - End User,0.0
cat__contract_commodity_Dry Ice,0.0
cat__contract_commodity_Distributor Delivery,0.0
cat__contract_commodity_Disinfectants,0.0
cat__contract_commodity_Cleaning Equipment (GxP),0.0
cat__contract_commodity_Catering & Canteen Services',0.0
cat__contract_commodity_Cell Culture Media,0.0
cat__contract_commodity_Chemical Synthesis - Oligonucleotides,0.0
cat__contract_commodity_Chemical Synthesis - Peptides,0.0
cat__contract_commodity_Chemical Synthesis - Small Molecules,0.0
cat__contract_commodity_Cleaning Equipment,0.0
cat__contract_commodity_Cleaning Equipment & Products (Offices),0.0
cat__contract_commodity_Cleaning Services (GxP)',0.0
cat__contract_commodity_Digital Agency,0.0
cat__contract_commodity_Cleaning Unclassified,0.0
cat__contract_commodity_Clinical Special Laboratory Services,0.0
cat__contract_commodity_Clothing and Personal Safety Unclassified,0.0
cat__contract_commodity_Connectivity,0.0
cat__contract_commodity_Customs Clearance,0.0
cat__contract_commodity_Detergents,0.0
cat__contract_commodity_Devices,0.0
cat__incoterms_DPU Delivered at Place Unloaded,0.0
cat__incoterms_DAT Del.at Terminal-incl.unloading,0.0
cat__incoterms_DAF Delivered to frontier,0.0
num__missingindicator_esg_env_weight,0.0
num__market_flag_high_beta,0.0
num__market_flag_negative_eps,0.0
num__is_old_and_near_expiry,0.0
num__financial_data_available,0.0
num__esg_data_available,0.0
num__news_data_available,0.0
num__has_environmental_appendix,0.0
num__missingindicator_fin_Total_shareholders'_funds_and_liabilitiesth_DKK,0.0
num__missingindicator_fin_ebit_margin,0.0
num__missingindicator_fin_current_ratio,0.0
num__missingindicator_fin_short_term_liabilities_equity_ratio,0.0
num__missingindicator_fin_solvency_ratio_asset_based,0.0
num__missingindicator_fin_roe_net_income,0.0
num__missingindicator_fin_roa_net_income,0.0
num__missingindicator_fin_Net_assets_turnover,0.0
num__missingindicator_fin_financial_risk_score,0.0
num__missingindicator_esg_esg_overall,0.0
num__market_flag_negative_volume_trend,0.0
num__market_flag_high_market_cap_volatility,0.0
num__market_flag_high_volume_shock,0.0
num__fin_flag_severe_liquidity_stress,0.0
num__end_year,0.0
num__fin_Number_of_months,0.0
num__esg_industry_max,0.0
num__Earnings_per_share_DKK,0.0
num__fin_current_ratio_missing_flag,0.0
num__fin_flag_financial_risk_score_high,0.0
num__fin_flag_financial_risk_score_very_high,0.0
num__fin_flag_gearing_high,0.0
num__fin_flag_negative_ebit_margin,0.0
num__fin_flag_long_term_gearing_high,0.0
num__fin_flag_debt_asset_high,0.0
num__fin_flag_long_term_liab_equity_high,0.0
num__fin_flag_short_term_liab_equity_high,0.0
num__fin_flag_interest_coverage_stress,0.0
num__fin_flag_interest_coverage_weak,0.0
num__fin_flag_very_low_solvency,0.0
num__missingindicator_esg_env_score,0.0
num__missingindicator_esg_social_score,0.0
cat__incoterms_CFR Costs and freight,0.0
num__missingindicator_esg_social_weight,0.0
cat__contract_status_published,0.0
cat__payment_terms_F010 Invoice Date + 10 days,0.0
cat__payment_terms_F014 Invoice Date + 14 days,0.0
cat__payment_terms_F015 Invoice Date + 15 days,0.0
cat__payment_terms_F021 Invoice Date + 21 days,0.0
cat__payment_terms_F028 Invoice Date + 28 days,0.0
cat__payment_terms_F035 Invoice Date + 35 days,0.0
cat__payment_terms_F042 Invoice Date + 42 days,0.0
cat__payment_terms_F055 Invoice Date + 55 days,0.0
cat__payment_terms_F180 Invoice Date + 180 days,0.0
cat__payment_terms_F210 Invoice Date + 210 days,0.0
cat__payment_terms_FD1M Invoice Date + 1 month,0.0
cat__payment_terms_L010 Current Month + 10 days,0.0
cat__payment_terms_LB01 Current Month + 1 month,0.0
cat__payment_terms_N000 Net cash,0.0
cat__payment_terms_N00B Prepayment/Payment with order,0.0
"cat__payment_terms_O045 14 days -1,5%, 45 days",0.0
num__missingindicator_fin_implied_rating_ordinal,0.0
num__missingindicator_Timeliness,0.0
num__missingindicator_Tracking_Tracing,0.0
num__missingindicator_news_avg_sentiment_score,0.0
num__missingindicator_esg_gov_score,0.0
num__missingindicator_esg_gov_weight,0.0
num__missingindicator_esg_industry_min,0.0
num__missingindicator_esg_industry_max,0.0
num__missingindicator_news_negative_count,0.0
num__missingindicator_news_positive_count,0.0
num__missingindicator_news_neutral_count,0.0
num__missingindicator_news_avg_relevance_score,0.0
num__missingindicator_International_Shipments,0.0
num__missingindicator_news_max_relevance_score,0.0
num__missingindicator_news_negative_ratio,0.0
num__missingindicator_Price_trends_52_weeks_pct,0.0
num__missingindicator_Earnings_per_share_DKK,0.0
num__missingindicator_avg_closing_price,0.0
num__missingindicator_price_volatility_score,0.0
num__missingindicator_price_trend_slope,0.0
cat__contract_commodity_Injection Moulding Machinery,0.0
cat__contract_commodity_Internal Consultancy Services,0.0
cat__fin_moodys_company_name_Insatech A/S,0.0
cat__fin_moodys_company_name_Bording Danmark A/S,0.0
cat__fin_moodys_company_name_Brenntag Nordic A/S,0.0
cat__fin_moodys_company_name_Bunzl Distribution Danmark A/S,0.0
cat__fin_moodys_company_name_Bussetti & Co Gesellschaft m.b.H.,0.0
cat__fin_moodys_company_name_CUC Engineering A/S,0.0
cat__fin_moodys_company_name_Camfil A/S,0.0
cat__fin_moodys_company_name_Catalent Anagni S.R.L.,0.0
cat__fin_moodys_company_name_Cavitech Solutions Limited,0.0
cat__fin_moodys_company_name_Colorcon Limited,0.0
cat__fin_moodys_company_name_Combitherm A/S,0.0
cat__fin_moodys_company_name_Compass Group Danmark A/S,0.0
cat__fin_moodys_company_name_Corden Pharma Societa' PER Azioni IN Breve Corden Pharma S.P.A.,0.0
cat__fin_moodys_company_name_Corden Pharma Switzerland LLC,0.0
cat__fin_moodys_company_name_Curtec Nederland B.V.,0.0
cat__fin_moodys_company_name_Cyklop-Emballering A/S,0.0
cat__fin_moodys_company_name_Cytiva Denmark ApS,0.0
cat__fin_moodys_company_name_D-S Sikkerhedsudstyr A/S,0.0
cat__fin_moodys_company_name_DHL Global Forwarding (Denmark) A/S,0.0
cat__fin_moodys_company_name_Bramming Plast-Industri A/S,0.0
cat__fin_moodys_company_name_Biomerieux SA,0.0
cat__contract_commodity_Labels,0.0
cat__fin_moodys_company_name_Biomerieux Denmark ApS,0.0
cat__fin_moodys_company_name_Agilent Technologies Denmark ApS,0.0
cat__fin_moodys_company_name_Air Liquide Danmark A/S,0.0
cat__fin_moodys_company_name_Alfa Laval Nordic A/S,0.0
cat__fin_moodys_company_name_Alflow Scandinavia A/S,0.0
cat__fin_moodys_company_name_All4labels Denmark Sb A/S,0.0
cat__fin_moodys_company_name_Almac Group Limited,0.0
cat__fin_moodys_company_name_Alsiano A/S,0.0
cat__fin_moodys_company_name_Apodannordic Pharmapackaging A/S,0.0
cat__fin_moodys_company_name_Asahi Kasei Bioprocess Europe,0.0
cat__fin_moodys_company_name_Aseptic Group,0.0
cat__fin_moodys_company_name_Aug. Hedinger GmbH & Co. KG,0.0
cat__fin_moodys_company_name_Autajon Labels Belgium,0.0
cat__fin_moodys_company_name_Avenue Mould Solutions Limited,0.0
cat__fin_moodys_company_name_Avista Oil Danmark A/S,0.0
cat__fin_moodys_company_name_BWT Danmark A/S,0.0
cat__fin_moodys_company_name_Bachmann Forming AG,0.0
cat__fin_moodys_company_name_Becton Dickinson Denmark A/S,0.0
cat__fin_moodys_company_name_DHL Supply Chain Denmark A/S,0.0
cat__fin_moodys_company_name_DSV Contract Logistics A/S,0.0
cat__fin_moodys_company_name_Dansk Salt A/S,0.0
cat__fin_moodys_company_name_Dansk Traeemballage A/S,0.0
cat__fin_moodys_company_name_Gemu ApS,0.0
cat__fin_moodys_company_name_Genpack A/S,0.0
cat__fin_moodys_company_name_Geodis CL Pharma,0.0
cat__fin_moodys_company_name_Georg Utz AG,0.0
cat__fin_moodys_company_name_Gerresheimer Buende GmbH,0.0
cat__fin_moodys_company_name_Gerresheimer Vaerloese A/S,0.0
cat__fin_moodys_company_name_Getinge Danmark A/S,0.0
cat__fin_moodys_company_name_Grathwol A/S,0.0
cat__fin_moodys_company_name_Groesfjeld Advanced Cleaning Solutions ApS,0.0
cat__fin_moodys_company_name_Hamilton Nordic AB,0.0
cat__fin_moodys_company_name_Holm & Halby A/S,0.0
cat__fin_moodys_company_name_Husky Injection Molding Systems,0.0
cat__fin_moodys_company_name_ICM A/S,0.0
cat__fin_moodys_company_name_IGS B.V.,0.0
cat__fin_moodys_company_name_Implement Consulting Group Malmoe AB,0.0
cat__fin_moodys_company_name_Implement Consulting Group P/S,0.0
cat__fin_moodys_company_name_Inovyn Europe Limited,0.0
cat__fin_moodys_company_name_Fujifilm Diosynth Biotechnologies UK Limited,0.0
cat__fin_moodys_company_name_Formteknik Group Anderstorp AB,0.0
cat__fin_moodys_company_name_Flexcoat Produtos Auto-Adesivos S/A,0.0
cat__fin_moodys_company_name_Eurofins Biopharma Product Testingdenmark A/S,0.0
cat__fin_moodys_company_name_Dorte Egelund ApS,0.0
cat__fin_moodys_company_name_Dustin A/S,0.0
cat__fin_moodys_company_name_EMPAC GmbH,0.0
cat__fin_moodys_company_name_Ecolab ApS,0.0
cat__fin_moodys_company_name_Eldrup Lim ApS,0.0
cat__fin_moodys_company_name_Elpro-Buchs AG,0.0
cat__fin_moodys_company_name_Enestia Belgium,0.0
cat__fin_moodys_company_name_Eurofins Miljo Luft A/S,0.0
cat__fin_moodys_company_name_Fisher Scientific Biotech Line ApS,0.0
cat__fin_moodys_company_name_Europart Danmark A/S,0.0
cat__fin_moodys_company_name_Excella GmbH & Co. KG,0.0
cat__fin_moodys_company_name_F.I.S. Fabbrica Italiana Sintetici S.P.A.,0.0
cat__fin_moodys_company_name_FJ Industries A/S,0.0
cat__fin_moodys_company_name_Fait Plast S.P.A.,0.0
cat__fin_moodys_company_name_Farusa Emballage A/S,0.0
cat__fin_moodys_company_name_Fibrant B.V.,0.0
cat__fin_moodys_company_name_Advanex (Singapore) Pte. Ltd.,0.0
cat__fin_moodys_company_name_Accenture A/S,0.0
cat__fin_moodys_company_name_AVISTA Green ApS,0.0
cat__contract_commodity_Rubber Plungers,0.0
cat__contract_commodity_Other Drug Product Manufacturing Services,0.0
cat__contract_commodity_Other Drug Substance Manufacturing Services,0.0
cat__contract_commodity_Other Energy & Utilities,0.0
cat__contract_commodity_Other Energy Unclassified,0.0
cat__contract_commodity_Other Laboratory Chemicals,0.0
cat__contract_commodity_Other Warehousing,0.0
cat__contract_commodity_Other soft skills training,0.0
cat__contract_commodity_PC & Accessories,0.0
cat__contract_commodity_Packaging Consumables,0.0
cat__contract_commodity_Patient Education,0.0
cat__contract_commodity_Personal Safety (PPE),0.0
cat__contract_commodity_Pest Control,0.0
cat__contract_commodity_Plastic Raw Materials,0.0
cat__contract_commodity_Primary Packaging,0.0
cat__contract_commodity_R&D Consulting,0.0
cat__contract_commodity_Resin,0.0
cat__contract_commodity_Rewards and Recognition,0.0
cat__contract_commodity_Other Distribution Expenses,0.0
cat__contract_commodity_Other Critical Production Materials,0.0
cat__contract_commodity_Other Critical Production Material,0.0
cat__contract_commodity_Mammalian Cell Culture,0.0
cat__contract_commodity_Laboratory Chemicals,0.0
cat__contract_commodity_Laboratory Chemicals (Process Aids),0.0
cat__contract_commodity_Laboratory Gases,0.0
cat__contract_commodity_Laundry Service,0.0
cat__contract_commodity_Law Firms,0.0
cat__contract_commodity_Life Science Chemicals,0.0
cat__contract_commodity_Lifescience Chemicals,0.0
cat__contract_commodity_Management Consulting,0.0
cat__contract_commodity_Other Clinical Services',0.0
cat__contract_commodity_Medical Kits,0.0
cat__contract_commodity_Metal,0.0
cat__contract_commodity_Moulding Tools Unclassified,0.0
cat__contract_commodity_Ocean Transportation,0.0
cat__contract_commodity_Office Consumables,0.0
"cat__contract_commodity_Oral Drug Product (Tablets, Capsules)",0.0
cat__contract_commodity_Other Cleaning,0.0
cat__contract_commodity_Rubber Laminate,0.0
cat__contract_commodity_SIP (Devices & Needles),0.0
cat__fin_moodys_company_name_AS3 BtB A/S,0.0
cat__contract_commodity_Sales Commission,0.0
cat__company_country_FINLAND,0.0
cat__company_country_INDONESIA,0.0
cat__company_country_IRELAND,0.0
cat__company_country_NORWAY,0.0
cat__company_country_Novo Nordisk Saudi Arabia,0.0
cat__company_country_RUSSIAN FEDERATION,0.0
cat__company_country_SWEDEN,0.0
cat__company_country_SWITZERLAND,0.0
cat__company_country_UNITED STATES,0.0
cat__expiry_pressure_bucket_within_1y,0.0
cat__department_from_cost_center_Global Strategic Outsourcing & Devices,0.0
num__terminated,0.0
cat__department_Drug Product Outsourcing,0.0
"cat__department_Quality, Production Services & Supplies",0.0
cat__fin_moodys_company_name_A P Moller-Maersk A/S,0.0
cat__fin_moodys_company_name_A/S Mortalin,0.0
cat__fin_moodys_company_name_AH Metal Solutions A/S,0.0
cat__company_country_BRAZIL,0.0
cat__company_country_BELGIUM,0.0
cat__company_country_AUSTRIA,0.0
cat__contract_commodity_Tubes,0.0
cat__contract_commodity_Single Use Process Equipment,0.0
cat__contract_commodity_Single Use Systems,0.0
cat__contract_commodity_Spray Drying (Drug Product Outsourcing),0.0
cat__contract_commodity_Steam,0.0
cat__contract_commodity_Support Proteins and BIO APIs Unclassified,0.0
cat__contract_commodity_Technical Maintenance,0.0
cat__contract_commodity_Temperature Loggers,0.0
cat__contract_commodity_UV,0.0
cat__team_Raw Materials,0.0
cat__contract_commodity_Warehouse Operations - Inbound,0.0
cat__contract_commodity_Water,0.0
cat__team_Aseptic Production,0.0
cat__team_Drug Substance Outsourcing,0.0
cat__team_Drug Substance Outsourcing API,0.0
cat__team_Drug Substance Outsourcing ET,0.0
cat__team_Oral Drug Product and Packaging,0.0
"cat__notes_Development-only injected positive label for Strategy, Sourcing & Negotiation CoE.",0.0
